GRU 1,LSTM 1,LSTM 2,MLP 1,RNN 1,ARIMA,real,t
0.532879829,0.600039124,0.583787203,0.485494458,0.541242242,0.313367531,0.578261147,69
0.535657227,0.598922014,0.584128499,0.4754681,0.542425096,0.306651527,0.580112349,70
0.564636171,0.598499775,0.574596167,0.508025024,0.543119848,0.287593618,0.57858032,71
0.557135224,0.596898794,0.576480269,0.493647454,0.541319549,0.329450142,0.577271712,72
0.538862169,0.595698297,0.574297547,0.481947869,0.545375526,0.301783903,0.572531997,73
0.560623884,0.596996605,0.576568425,0.4816961,0.543616116,0.331299576,0.57004245,74
0.560776114,0.595637321,0.570798099,0.483183443,0.543659151,0.326566013,0.567393317,75
0.557523489,0.591967106,0.56762892,0.485882221,0.543107986,0.324903846,0.577096167,76
0.543608904,0.59152478,0.564858139,0.475880286,0.544314265,0.330909587,0.594459162,77
0.552682281,0.591427803,0.572587907,0.466052224,0.543881655,0.299118878,0.590868469,78
0.558708489,0.589960814,0.583509803,0.480451383,0.548098266,0.304698618,0.583288117,79
0.584419489,0.60100162,0.590536356,0.484096337,0.542752326,0.293538154,0.57728767,80
0.563390911,0.598186433,0.583240449,0.499934506,0.544809103,0.297446548,0.568478504,81
0.571263909,0.600568056,0.577553093,0.50847014,0.540869474,0.320787942,0.57542051,82
0.533185542,0.597356141,0.566487551,0.487346105,0.545651555,0.315873401,0.544189461,83
0.554515839,0.595345914,0.572850287,0.477075716,0.544958174,0.320914143,0.563004692,84
0.547938168,0.595812619,0.548102736,0.469231987,0.547657907,0.338248249,0.572978839,85
0.563448846,0.582785606,0.561475456,0.463946978,0.543038011,0.356501729,0.561999298,86
0.550022364,0.584347427,0.559635222,0.46544723,0.549604177,0.370096571,0.544444799,87
0.557737887,0.588604271,0.566287398,0.448500858,0.546998084,0.381258981,0.550317577,88
0.523245335,0.58077246,0.548199594,0.46599123,0.556582332,0.384403246,0.575564138,89
0.591543317,0.596054554,0.557688594,0.439799242,0.547196746,0.398147498,0.600284064,90
0.577056348,0.575576007,0.560290039,0.44802696,0.555747688,0.393082883,0.615205388,91
0.613860071,0.577477098,0.587124527,0.485688826,0.552687228,0.412285337,0.615157512,92
0.575766444,0.598413587,0.610308647,0.477837674,0.557452798,0.415862884,0.615955443,93
0.620404899,0.619642437,0.619704068,0.502033543,0.556750298,0.414117946,0.626583895,94
0.648894548,0.622322977,0.618569553,0.542515424,0.553978562,0.409355415,0.635807986,95
0.643147469,0.618893445,0.621840835,0.57035321,0.552138031,0.417571898,0.630924643,96
0.614296257,0.624315798,0.631351292,0.559711267,0.553500235,0.433089604,0.638425202,97
0.615750849,0.633316457,0.634474039,0.549439042,0.553977191,0.442452663,0.648862149,98
0.639717162,0.632589281,0.638222039,0.570357134,0.552475572,0.43902502,0.646244933,99
0.649657488,0.632681012,0.642588675,0.589656566,0.549220383,0.446715553,0.658660751,100
0.614506543,0.631864309,0.642458916,0.592701682,0.552915037,0.45110948,0.634307874,101
0.623559654,0.639416993,0.657283187,0.583078233,0.550674617,0.442376814,0.627158405,102
0.614910185,0.645299852,0.637975752,0.588845066,0.556977987,0.457689302,0.562892981,103
0.638809621,0.640253842,0.636804819,0.594613538,0.553759217,0.428273297,0.525757237,104
0.604564428,0.641082883,0.58157593,0.571910233,0.55803895,0.406234177,0.536289936,105
0.597755969,0.618980765,0.55078727,0.518501215,0.554359853,0.400997943,0.483482813,106
0.587251186,0.586488843,0.532879174,0.478769376,0.559148371,0.42915278,0.441559478,107
0.572481453,0.568115234,0.498055339,0.421024001,0.561567247,0.435293237,0.444479908,108
0.522877514,0.512993097,0.470137537,0.3703195,0.566177905,0.429162218,0.455666911,109
0.590009809,0.514009535,0.459405899,0.316511596,0.561914265,0.3869808,0.471370208,110
0.584724665,0.4369151,0.448342741,0.297607714,0.567070544,0.392267113,0.435144106,111
0.621722877,0.441426367,0.461631835,0.311462637,0.559698939,0.396036843,0.386087262,112
0.552909255,0.472205669,0.449076355,0.297709358,0.560908377,0.371960622,0.279659124,113
0.53617394,0.474473268,0.420331806,0.285476835,0.5560776,0.397898299,0.240209377,114
0.411503583,0.382604271,0.327044904,0.251882976,0.565872431,0.396693643,0.23620376,115
0.444298089,0.340628564,0.295464993,0.157424655,0.557862341,0.405132008,0.069356229,116
0.447215617,0.211133808,0.251292348,0.110501584,0.561121404,0.413984011,0.107449491,117
0.326158971,-0.027596124,0.137474597,0.100397313,0.567532659,0.430903865,0.024081581,118
0.348508924,0.057799123,0.162525684,0.048810681,0.538066208,0.425498959,0.08652772,119
0.135766149,-0.157645389,0.054858126,0.03835059,0.567598343,0.455099379,0.050828253,120
0.346094757,-0.13893196,0.105174147,0.026639662,0.530596912,0.464050225,0.070138202,121
0.135967776,-0.124553829,0.068004198,0.024535996,0.548495829,0.472393577,0.077718554,122
0.168976977,-0.072521828,0.097709067,0.021894067,0.517025948,0.474787958,0.043710702,123
-0.050950889,-0.097408772,0.08809159,0.02411433,0.540343642,0.484776293,0.121445214,124
0.06676247,0.033447299,0.088329412,0.017940959,0.512994647,0.482707642,0.157368102,125
0.015602869,-0.052051634,0.111633636,0.022048019,0.525200844,0.495332795,0.171858543,126
0.103163294,-0.015136558,0.138436496,0.028365069,0.520448208,0.50935793,0.131116147,127
-0.001883568,0.10324502,0.177301496,0.025395287,0.516207337,0.511443389,0.112284957,128
0.06092345,0.152498022,0.153743058,0.035694813,0.513006985,0.501372473,0.132313045,129
0.054610845,0.155574366,0.136253119,0.038836523,0.494615525,0.512540729,0.099438256,130
-0.044523209,0.132382333,0.132363439,0.035107186,0.498697996,0.523827754,0.098592448,131
-0.090598211,0.146170989,0.115315802,0.028140288,0.498932421,0.528049734,0.099789346,132
-0.093929619,0.12318261,0.115957625,0.026618676,0.492532045,0.520659787,0.141712681,133
-0.073574856,0.1188218,0.106722482,0.026939966,0.489075303,0.514687933,0.166879448,134
-0.114272162,0.10036198,0.134554982,0.025529285,0.492533594,0.541381609,0.158868214,135
-0.1123778,0.112302184,0.157370567,0.028583261,0.505584896,0.539758627,0.177827072,136
