GRU 1,LSTM 1,LSTM 2,MLP 1,RNN 1,ARIMA,real,t
-0.028098445,0.185683981,0.170062214,0.029330032,0.492327988,0.531769928,0.183891354,137
-0.043089945,0.15322952,0.174866885,0.040113907,0.506219327,0.55370021,0.140946666,138
0.002425875,0.185164526,0.185527951,0.043724942,0.502728581,0.544618151,0.128802145,139
-0.094311148,0.196348935,0.161187887,0.038698539,0.516312301,0.535887337,0.146739651,140
0.033818182,0.183786213,0.151832998,0.039197622,0.503243864,0.556811763,0.139669975,141
0.019263068,0.13344723,0.14509362,0.038975636,0.509754062,0.591530394,0.108295299,142
0.034450952,0.159636229,0.147623777,0.033570721,0.495063454,0.589717916,0.12184418,143
-0.058845311,0.16128476,0.126100838,0.031945141,0.492284417,0.595723174,0.126105135,144
-0.046217404,0.160255179,0.129372358,0.031778372,0.473173767,0.613531898,0.104943985,145
-0.127932414,0.160225242,0.122413643,0.028536478,0.479609609,0.624406738,0.123759216,146
-0.158222377,0.16036737,0.116041653,0.026934297,0.475120664,0.630529627,0.140451949,147
-0.145917431,0.166838109,0.126449943,0.026522678,0.462754279,0.64449922,0.175449236,148
-0.215097636,0.136033833,0.128939748,0.028799838,0.490239531,0.649456579,0.154160416,149
-0.156796634,0.149233669,0.169532806,0.029084687,0.49351725,0.645449323,0.114423415,150
-0.170318902,0.154777616,0.16146034,0.032752404,0.519555151,0.615327602,0.126296639,151
0.000888449,0.186428934,0.148370117,0.033833619,0.503970504,0.633476523,0.114168076,152
0.028072653,0.147099093,0.134496421,0.035736933,0.501025259,0.613901234,0.123615588,153
0.032914221,0.147345141,0.120638452,0.03323061,0.485539019,0.603498483,0.131945996,154
-0.086225614,0.147563413,0.128350466,0.028567972,0.474395484,0.625430243,0.11424787,155
-0.1107402,0.171916574,0.130304784,0.028086084,0.465057552,0.608391665,0.128690434,156
-0.222776383,0.157001808,0.117872052,0.028437365,0.481506884,0.632635674,0.107736746,157
-0.15775089,0.177350909,0.134960979,0.027060145,0.465712786,0.617606012,0.094044237,158
-0.238840789,0.148563311,0.109457485,0.027704936,0.496912897,0.626094719,0.082761482,159
-0.147879139,0.140420035,0.114138953,0.026616032,0.48633346,0.611493447,0.131339568,160
-0.146814764,0.139926806,0.096926473,0.02374768,0.487878144,0.620452986,0.104177971,161
-0.094857126,0.092218705,0.12281815,0.025024408,0.488338798,0.602710407,0.116067154,162
-0.277514338,0.01633166,0.108714901,0.029295399,0.530184448,0.606165613,0.11646612,163
-0.092918761,0.119385101,0.148421466,0.021724683,0.511977315,0.612242029,0.118285404,164
0.000921848,0.06713143,0.122590415,0.026061465,0.533712566,0.597919837,0.14370751,165
0.162657946,0.027319863,0.130323529,0.034408538,0.514907241,0.594187784,0.167182663,166
0.07526505,0.120677531,0.147838861,0.029587548,0.493570864,0.599725694,0.194408094,167
-0.115652405,0.052834935,0.156507701,0.035208153,0.528395236,0.596808468,0.202323577,168
-0.054504186,0.065661944,0.198243946,0.03844022,0.537452936,0.611857242,0.181960359,169
0.060855549,0.135567963,0.215071172,0.036395803,0.546719015,0.584259331,0.201892694,170
0.007870164,-0.187860698,0.198364735,0.066519546,0.574055135,0.576015016,0.231687466,171
0.463653237,0.184448019,0.224895418,0.043232301,0.541884482,0.58268518,0.266525167,172
0.338263631,-0.088864282,0.20426023,0.06245017,0.570127189,0.594795834,0.25701382,173
0.527163625,-0.007939757,0.241222978,0.097363147,0.543764234,0.595468955,0.305815327,174
0.195102125,0.1310471,0.269273102,0.069795008,0.560752749,0.599952366,0.309565606,175
0.343792617,0.077735491,0.302781016,0.088690804,0.56526643,0.61517517,0.286617089,176
0.435179412,0.102630615,0.308201015,0.101675467,0.570023596,0.622263286,0.272509655,177
0.508125424,0.15999198,0.306037247,0.108419704,0.566464603,0.618256693,0.210925282,178
0.53886342,0.190080613,0.288932651,0.127050681,0.558743417,0.603534693,0.213271201,179
0.447177619,0.159901798,0.243920416,0.125571761,0.556592047,0.581594301,0.207941017,180
0.384022713,0.198070034,0.241339266,0.089046825,0.54145366,0.572859977,0.245603396,181
0.302268684,0.160616979,0.214435518,0.073309963,0.547012925,0.548250866,0.242954263,182
0.301831931,0.099800631,0.240565032,0.073050993,0.543885231,0.55207374,0.22883087,183
0.273703784,0.186062738,0.248443067,0.067741867,0.541924477,0.565265071,0.232660943,184
0.249539942,0.196088478,0.246526659,0.069841647,0.542550802,0.555482567,0.221729278,185
0.175111592,0.0567635,0.242390752,0.090434816,0.559416294,0.543391257,0.236522933,186
0.36733821,0.2815862,0.250388026,0.057615358,0.533589363,0.529742078,0.197759408,187
0.303088158,0.126031443,0.228191733,0.072992976,0.551343322,0.530904966,0.209696467,188
0.405662745,0.201358691,0.217610121,0.090218736,0.512998044,0.556514379,0.195030481,189
0.094304733,0.225975633,0.21950233,0.061338584,0.518295646,0.53904816,0.21094124,190
0.143750191,0.238833025,0.20184949,0.059714812,0.514194608,0.558478428,0.203488558,191
0.103069678,0.212013453,0.213127524,0.055346844,0.511829913,0.592671757,0.202850212,192
0.098352343,0.222672477,0.20650214,0.05825955,0.511271,0.593790909,0.246130031,193
0.071433201,0.240966186,0.21165657,0.052556126,0.503776193,0.606221325,0.230953369,194
0.031251952,0.188060462,0.231892407,0.061848674,0.523721576,0.615233099,0.255322205,195
0.1420037,0.274412721,0.239424765,0.056537411,0.511155605,0.628401282,0.23795921,196
0.088427573,0.22693567,0.252860546,0.066579908,0.526329458,0.627705112,0.218649261,197
0.223485842,0.286442578,0.246515274,0.077194819,0.509491861,0.630927432,0.204366283,198
0.089671038,0.275205135,0.230891794,0.069095306,0.514954805,0.604514972,0.217803453,199
0.154445082,0.279787004,0.215596855,0.070788593,0.499080211,0.614156757,0.23468769,200
0.068226106,0.253630102,0.213962823,0.062581361,0.502004325,0.627578758,0.222734672,201
0.072260678,0.252173364,0.227220327,0.060802769,0.500408471,0.675236569,0.244374581,202
0.024092657,0.263073981,0.225806057,0.059409202,0.505827725,0.682880817,0.242315917,203
0.03288307,0.24819316,0.243190914,0.06535627,0.513233423,0.680412898,0.236842105,204
0.111635827,0.287971109,0.244771361,0.063975249,0.510857761,0.690590518,0.242842552,205
0.112011835,0.266637534,0.241080284,0.06917062,0.515462875,0.702324593,0.245475727,206
0.181271389,0.287828594,0.245853841,0.074853724,0.497409105,0.704406151,0.228814912,207
0.018172126,0.249045551,0.239537477,0.076535492,0.522365987,0.728803519,0.227985063,208
0.126195595,0.305875957,0.245569706,0.06581576,0.504981995,0.714723531,0.213590374,209
0.098923221,0.275533944,0.230408669,0.066519909,0.514844716,0.719076822,0.193785707,210
0.171837986,0.264484495,0.219171822,0.074659246,0.501045465,0.716415609,0.205882353,211
0.024826806,0.259871185,0.203277498,0.062445057,0.502910912,0.700916164,0.199466982,212
0.050124969,0.263183147,0.208719254,0.05445808,0.494023144,0.689666918,0.166017682,213
0.010038109,0.229691163,0.195461869,0.055294804,0.508704185,0.684106999,0.146994989,214
-0.02406228,0.210608959,0.182811677,0.054138089,0.512358904,0.621933674,0.162570617,215
-0.038653284,0.211451799,0.168433219,0.044355951,0.514867485,0.610150157,0.170007341,216
0.034988962,0.154743031,0.166776747,0.041700778,0.522810102,0.629616372,0.172895854,217
0.127407342,0.145343646,0.172137946,0.041270404,0.515179038,0.629750157,0.15984169,218
0.092730843,0.160469323,0.177920848,0.041583791,0.507394195,0.641387395,0.158660751,219
0.050624594,0.188374132,0.170078069,0.043052123,0.498771936,0.632316324,0.17516198,220
0.001144966,0.200854972,0.166214079,0.040732585,0.490826279,0.600847417,0.20861128,221
-0.036012083,0.185195059,0.170573294,0.041271312,0.496183217,0.60879773,0.213797836,222
-0.058299206,0.171048477,0.197866917,0.042900497,0.50879401,0.61028591,0.206536657,223
0.003184674,0.219049037,0.215349287,0.043034192,0.511224985,0.642063625,0.19118445,224
0.083005279,0.239593476,0.214988828,0.049615931,0.507116139,0.656390187,0.180939006,225
0.109496787,0.239550352,0.199167848,0.059725478,0.498121232,0.640639959,0.173502282,226
0.058911294,0.258761227,0.188528121,0.05333404,0.479148149,0.661030263,0.181609269,227
-0.038876813,0.242623508,0.171916246,0.048438555,0.481694132,0.656605858,0.165491047,228
-0.042766467,0.237457171,0.178127557,0.045216279,0.471367925,0.660933348,0.16370368,229
-0.11855945,0.235621855,0.164196759,0.042014239,0.479424149,0.66603005,0.183971147,230
-0.113077432,0.227164075,0.166560322,0.040594927,0.476330936,0.663360084,0.183859436,231
-0.092886791,0.223504871,0.175656229,0.039916822,0.479844242,0.651158719,0.186189397,232
-0.101332188,0.212192699,0.178141057,0.041522512,0.492612273,0.654400794,0.181034758,233
-0.027901571,0.241843998,0.190829724,0.041032859,0.475661457,0.655137718,0.187785261,234
-0.075136766,0.229037613,0.177235216,0.045587258,0.488914192,0.656678449,0.161692892,235
-0.050931346,0.227940336,0.187485039,0.046973669,0.483795792,0.67700648,0.159682104,236
-0.111874394,0.237017766,0.168064505,0.042520246,0.494478554,0.683080419,0.166065558,237
-0.071792811,0.209604874,0.167593539,0.042062839,0.496198088,0.680022175,0.167517794,238
-0.026978111,0.199042276,0.166355044,0.041197256,0.497791767,0.670502898,0.164916536,239
-0.050488871,0.175609186,0.16903013,0.039977999,0.5063954,0.663237396,0.179438894,240
-0.129929483,0.106683783,0.171011925,0.044419435,0.531857193,0.624322766,0.15937889,241
0.071941167,0.19644025,0.196039349,0.0354431,0.517703891,0.670152421,0.169895631,242
0.096063234,0.135812581,0.166496038,0.041822256,0.533890069,0.678580865,0.166432607,243
0.232967883,0.152394012,0.180615962,0.049848282,0.498749286,0.693968791,0.157495771,244
0.036055334,0.181758925,0.167613149,0.043837378,0.504043698,0.668855564,0.158756503,245
0.003202007,0.192485914,0.167655945,0.040716498,0.495203197,0.677412839,0.172305384,246
-0.031111771,0.194991961,0.163591057,0.039470651,0.494451553,0.67048072,0.184242444,247
-0.030913264,0.185049057,0.170111507,0.039719948,0.496312112,0.656077093,0.180316619,248
-0.048064776,0.180454955,0.181490332,0.040749877,0.503814995,0.637277443,0.155357314,249
-0.01701148,0.206848085,0.187088311,0.040778612,0.502605915,0.615736996,0.117455555,250
-0.44188711,-0.11202278,0.156218737,0.061042566,0.567556322,0.64486499,0.110481632,251
0.210734963,0.235494196,0.186789662,0.028145804,0.53587836,0.653594681,0.111375315,252
0.212833136,-0.04102394,0.118944548,0.034199617,0.563783526,0.660403424,0.109651783,253
0.473911852,-0.083183683,0.117077537,0.058049463,0.515103161,0.657462631,0.107242029,254
0.061850753,0.071242787,0.124747209,0.03047484,0.509340167,0.653524666,0.133286521,255
-0.027174167,0.093646042,0.121751569,0.027000505,0.507469833,0.630391248,0.120854745,256
0.003459627,0.102201007,0.135654598,0.027595937,0.49891749,0.645900925,0.121333504,257
-0.02759878,0.125514701,0.128000915,0.028669073,0.496284842,0.668642504,0.123583671,258
-0.087239332,0.126138613,0.132784963,0.02976725,0.492053598,0.676333,0.127381826,259
-0.102137446,0.148659289,0.130749077,0.028857355,0.491480142,0.697905027,0.140691328,260
-0.113108255,0.136332482,0.132367641,0.028074731,0.498347908,0.697719976,0.156378666,261
-0.066150911,0.129771188,0.143341333,0.030402166,0.497833878,0.71916738,0.152213463,262
-0.082141131,0.131252408,0.156128615,0.031821368,0.506009519,0.712326161,0.165411254,263
-0.02448358,0.168664739,0.161293149,0.032174392,0.501034319,0.738926425,0.158724586,264
-0.003839105,0.162183151,0.167449623,0.036524931,0.501211107,0.751534607,0.158740545,265
0.019799117,0.186735958,0.163633376,0.039323676,0.492119372,0.739329381,0.146643899,266
-0.03662895,0.19810833,0.16405493,0.037570621,0.485972494,0.720193243,0.153250774,267
-0.075643346,0.192858383,0.150814176,0.039041703,0.489655852,0.723035884,0.137324056,268
-0.075414911,0.19933632,0.157632321,0.035638706,0.481573671,0.697316048,0.142574447,269
-0.133568808,0.177148566,0.14026925,0.035725551,0.498432606,0.678467044,0.144250104,270
-0.081324607,0.173096687,0.151699007,0.033935028,0.49152115,0.676859116,0.154958348,271
-0.062484827,0.181178436,0.147058696,0.032146281,0.493098706,0.662202652,0.136478248,272
-0.056040142,0.149358511,0.153977513,0.035388611,0.497690558,0.691236344,0.134100412,273
-0.053081345,0.18347016,0.148113847,0.034443285,0.488880187,0.691411496,0.149548371,274
-0.106045924,0.174455196,0.142840534,0.032715738,0.492570639,0.716588188,0.134148288,275
-0.062586576,0.157763213,0.148334414,0.034639182,0.494232357,0.711347973,0.110912515,276
-0.074141525,0.174753085,0.142555147,0.031729025,0.492634565,0.719104518,0.082681689,277
-0.123839118,0.147647515,0.12659055,0.032710275,0.499844283,0.691928833,0.072691583,278
-0.133746967,0.131854594,0.10515175,0.030405325,0.502240419,0.697848048,0.079138872,279
-0.135699943,0.103381447,0.093846463,0.024298076,0.506184161,0.719881919,0.100427691,280
-0.064178243,0.062445853,0.092220031,0.022657721,0.505393803,0.717337669,0.126919026,281
-0.032817498,0.057891641,0.105166666,0.022175247,0.496284187,0.72086839,0.131754492,282
-0.101543576,0.052363463,0.123851992,0.024147261,0.504568219,0.72083232,0.15446363,283
-0.096739285,0.10209018,0.139775902,0.02503727,0.504400671,0.721806056,0.145877885,284
-0.066751428,0.116037533,0.157449633,0.02809561,0.51042223,0.710409756,0.239874246,285
0.029308349,0.148073673,0.154155821,0.033012996,0.504752636,0.741578766,0.280090007,286
-0.240488186,-0.100140326,0.210549891,0.051561036,0.55726099,0.720300006,0.293223963,287
0.055125024,0.046895623,0.270372123,0.045021374,0.565383613,0.737147125,0.282419967,288
0.341071457,0.116132759,0.295358896,0.048914132,0.571490824,0.737958486,0.2916281,289
0.600784779,0.074130692,0.272249907,0.118339057,0.562307477,0.743053859,0.323944336,290
0.544232726,0.186629176,0.290192783,0.139978243,0.543027222,0.700722405,0.315661805,291
0.283916622,0.131905749,0.314379811,0.133055874,0.561551273,0.724845802,0.32319428,292
0.371901721,0.299470752,0.334320784,0.099573992,0.55702275,0.711891316,0.315007501,293
0.440064311,0.269506156,0.330236733,0.111116828,0.561143696,0.718925132,0.32261977,294
0.546381295,0.266021222,0.316289425,0.162614186,0.547088623,0.730578101,0.323146405,295
0.437782586,0.322284609,0.327103376,0.145223158,0.534137428,0.72771027,0.348999394,296
0.326068223,0.332366556,0.324570805,0.138757478,0.537715197,0.734774349,0.3524305,297
0.288968086,0.321563929,0.346764684,0.136840144,0.5435673,0.755491688,0.34283936,298
0.335718632,0.362205833,0.356314808,0.133066447,0.546291053,0.757936488,0.356579745,299
0.399855286,0.373627424,0.353712827,0.144409033,0.542908072,0.765593388,0.338418818,300
0.368611664,0.303852081,0.355640292,0.181562987,0.552137792,0.761146818,0.348616386,301
0.317744881,0.319910794,0.355247438,0.160537775,0.559580863,0.772799651,0.361383295,302
0.432520449,0.382766962,0.367589802,0.125239955,0.554908574,0.776304939,0.358175609,303
0.505976498,0.280276209,0.351819426,0.17453848,0.560400486,0.767929955,0.377677061,304
0.539292693,0.35623166,0.362305522,0.186180395,0.539049506,0.765545389,0.370128627,305
0.365773171,0.343211949,0.374393225,0.177559218,0.551025927,0.785968791,0.362468482,306
0.441933393,0.41660744,0.379856557,0.171522973,0.53948307,0.81525631,0.363697297,307
0.395610571,0.402282089,0.369815916,0.173008972,0.542725205,0.829440054,0.35523922,308
0.437467754,0.399590403,0.367273241,0.198393842,0.531796336,0.827093156,0.336216527,309
0.323336422,0.399268359,0.359759003,0.177696104,0.536960781,0.814820217,0.348616386,310
0.313551426,0.40450868,0.3509188,0.160359755,0.536985457,0.818702902,0.350467588,311
0.347021669,0.389732897,0.352738798,0.154865355,0.536399424,0.822373764,0.348408924,312
0.371425956,0.379146576,0.348918855,0.160548881,0.535953104,0.804562387,0.350627174,313
0.349209666,0.383016348,0.353425026,0.157478409,0.53135103,0.815222207,0.332115158,314
0.331739634,0.396466404,0.354032815,0.155980501,0.528121293,0.822582805,0.292601577,315
0.248372436,0.361688405,0.337579399,0.163063912,0.543370426,0.834859297,0.315645846,316
0.285785288,0.385044396,0.321963549,0.138214225,0.539460361,0.828217232,0.337892183,317
0.348062366,0.364457339,0.322050333,0.121330528,0.535837948,0.82325854,0.343940506,318
0.400989205,0.318474591,0.321130574,0.14242116,0.534735799,0.821609309,0.350978264,319
0.381622612,0.374530286,0.342236578,0.13321882,0.507688284,0.798384698,0.354042322,320
0.241725594,0.378225118,0.343787163,0.144540768,0.515694857,0.804727331,0.350786761,321
0.252412289,0.405294925,0.352623433,0.15066208,0.506497979,0.798383194,0.337908142,322
0.196978644,0.412326336,0.34851867,0.143012512,0.513635278,0.793170412,0.341977594,323
0.263928503,0.416590184,0.340464205,0.149798582,0.503641069,0.807574104,0.340748779,324
0.183751926,0.387171596,0.334275424,0.159278808,0.517499208,0.807142732,0.382049727,325
0.214828819,0.410258144,0.342410684,0.140282118,0.511836529,0.819963059,0.387715043,326
0.163319543,0.370449454,0.365552485,0.144281447,0.537545562,0.804907132,0.391209984,327
0.326567262,0.406377912,0.384405375,0.159897498,0.53744638,0.786741197,0.383198749,328
0.34872508,0.419669837,0.395692348,0.166767058,0.540226877,0.754823295,0.381347547,329
0.42362988,0.429999202,0.387950242,0.204309246,0.535280168,0.767570718,0.38377326,330
0.386752129,0.429020196,0.385216892,0.205145121,0.532312989,0.7292102,0.385576585,331
0.358439952,0.43286097,0.384774834,0.196368903,0.531924427,0.734637322,0.362963199,332
0.350730211,0.432047099,0.386066437,0.190050495,0.533076167,0.743831727,0.366761355,333
0.334797323,0.424748778,0.371723592,0.193288046,0.537101805,0.720915627,0.357904312,334
0.387422055,0.440777451,0.376116663,0.176704683,0.520589709,0.755768796,0.358718202,335
0.333057821,0.412928939,0.353053093,0.18498781,0.529375851,0.729911549,0.345632122,336
0.345182002,0.417049229,0.362449825,0.176460409,0.511900902,0.731076847,0.331955571,337
0.231639281,0.415000498,0.34535706,0.160866065,0.52204895,0.722347573,0.30975711,338
0.237438932,0.401772231,0.338742316,0.157225193,0.524391294,0.751397562,0.320545147,339
0.240219861,0.400522381,0.321063876,0.140695956,0.525270641,0.749401476,0.302639558,340
0.276838392,0.376172334,0.321948737,0.132285174,0.523163855,0.784329559,0.315374549,341
0.26868847,0.359606653,0.304368734,0.132782757,0.525298715,0.784852922,0.287446938,342
0.250508279,0.355477899,0.318701863,0.121591899,0.517822504,0.784633882,0.293942102,343
0.192204192,0.353158623,0.29287836,0.118976463,0.528916597,0.788340971,0.318310938,344
0.251414001,0.353460789,0.303894132,0.10811677,0.515896738,0.794237835,0.328189333,345
0.219589323,0.318714797,0.304957807,0.1170842,0.530295312,0.755208719,0.345711915,346
0.265120149,0.34231928,0.326163739,0.114880384,0.525080681,0.727485389,0.360409818,347
0.23525022,0.348457545,0.342519343,0.121168198,0.533778727,0.726457584,0.361096039,348
0.304050922,0.362049818,0.357288003,0.142237025,0.536764145,0.701831055,0.34226485,349
0.339776307,0.394699037,0.365323842,0.146664096,0.534483075,0.686318873,0.336583575,350
0.364558905,0.405973554,0.352268398,0.160223148,0.529112637,0.658869284,0.332147075,351
0.348293811,0.397543371,0.342422545,0.169016332,0.520672917,0.665626104,0.334923877,352
0.299296677,0.403881788,0.333595783,0.152855911,0.512417138,0.67853737,0.358622451,353
0.234236076,0.388410211,0.33115834,0.142683454,0.515494585,0.685026065,0.35067505,354
0.23128444,0.382372409,0.34908545,0.144708914,0.518657863,0.694824932,0.345727873,355
0.235937312,0.405342907,0.350782812,0.139046624,0.521452665,0.692161195,0.335418595,356
0.252159983,0.397749454,0.350195616,0.149457445,0.52456069,0.680471132,0.350339919,357
0.300472945,0.410362273,0.341119587,0.154271988,0.516699374,0.703659713,0.344052217,358
0.245380327,0.383952856,0.344329208,0.152866776,0.525282562,0.706220019,0.366378347,359
0.264759004,0.395235121,0.3454763,0.149311452,0.526112616,0.71242623,0.369171108,360
0.232247844,0.373659909,0.363204896,0.14810778,0.53844142,0.734504292,0.376863171,361
0.343379974,0.405318022,0.371012002,0.154290599,0.53723973,0.722880368,0.362053557,362
0.330097765,0.373766243,0.377222538,0.170531686,0.547766984,0.756857472,0.386486228,363
0.403068006,0.405933857,0.375127554,0.180869002,0.543030381,0.775742423,0.382927452,364
0.415129304,0.414241761,0.387102276,0.171086888,0.539114356,0.776684463,0.378698414,365
0.439076513,0.408867717,0.377979696,0.199017644,0.537859201,0.757971261,0.382640197,366
0.382528245,0.411699831,0.384647191,0.200347633,0.532603264,0.761512708,0.371915994,367
0.345707566,0.436245918,0.386173844,0.186467083,0.531513035,0.763768584,0.397034886,368
0.32294488,0.418869764,0.375061333,0.188191781,0.541342258,0.765263382,0.405365293,369
0.389383763,0.418481946,0.395820975,0.190436775,0.536365688,0.787371907,0.40996138,370
0.363505274,0.413426608,0.39852789,0.19702649,0.547519565,0.820848667,0.420781335,371
0.437456876,0.442698419,0.414347291,0.200356292,0.539334953,0.826097014,0.429000032,372
0.435175896,0.44422254,0.416405112,0.222945926,0.541395903,0.818943011,0.427547796,373
0.463953048,0.460945964,0.42459929,0.241156337,0.531900942,0.794808741,0.431106572,374
0.390769243,0.461283833,0.424158722,0.246378399,0.53710568,0.795310198,0.421818646,375
0.398398936,0.475676298,0.431711197,0.245317395,0.53480792,0.786073622,0.425824264,376
0.398537993,0.483081788,0.424070269,0.239373458,0.537084877,0.787701946,0.4048227,377
0.408698201,0.462385088,0.424255788,0.256465773,0.540591955,0.779219973,0.38096454,378
0.364531606,0.452316731,0.412058473,0.251923724,0.550157666,0.773083828,0.388433181,379
0.423978597,0.480879396,0.405480772,0.205911144,0.542626083,0.791700867,0.396955092,380
0.453645349,0.430973977,0.388967097,0.220020392,0.54627043,0.803417967,0.391497239,381
0.487250328,0.424364626,0.392680645,0.230220359,0.533796966,0.804470161,0.405652549,382
0.39131996,0.441161722,0.393738449,0.201234474,0.529659271,0.795616523,0.404679072,383
0.348605394,0.428775012,0.400969863,0.212318586,0.535073996,0.772187053,0.421132425,384
0.37715885,0.457441688,0.405699432,0.20478891,0.530796826,0.783872198,0.418706712,385
0.369911879,0.447955519,0.415041387,0.210700048,0.535415232,0.769460161,0.418323705,386
0.384273797,0.445258409,0.415114462,0.239981602,0.540851533,0.782901708,0.427420127,387
0.41243577,0.47878474,0.425508797,0.216800607,0.530508518,0.753034879,0.421483515,388
0.392526567,0.455923736,0.419245154,0.241719033,0.541772962,0.780219911,0.427930803,389
0.457437873,0.478011131,0.42400375,0.247473046,0.526429117,0.763951643,0.416440586,390
0.373481363,0.467623115,0.422693968,0.241072111,0.532983601,0.710383753,0.411142319,391
0.410792202,0.480915129,0.418021739,0.246710579,0.524292827,0.740805245,0.409945421,392
0.359861732,0.472929895,0.411210805,0.234612199,0.524472177,0.748762456,0.420047238,393
0.361200184,0.467767715,0.406416118,0.238886217,0.523361742,0.712604608,0.417366187,394
0.345614344,0.467155874,0.413685232,0.22367999,0.522119582,0.701190593,0.424052855,395
0.337585449,0.466524839,0.411855549,0.225569626,0.526529729,0.690261437,0.439676359,396
0.346751362,0.464847594,0.419968218,0.232603306,0.527525544,0.670332241,0.399460598,397
0.358865589,0.47286886,0.430614352,0.234748997,0.530964911,0.678112968,0.409099614,398
0.349923998,0.478390127,0.408435524,0.237538173,0.537479103,0.679283531,0.430962944,399
0.398143768,0.471390486,0.4165622,0.233313305,0.528465569,0.617614214,0.424866745,400
0.408425629,0.466216654,0.415860534,0.236690472,0.532337248,0.595933616,0.438160289,401
0.410574079,0.467441559,0.420876324,0.234196836,0.526359558,0.644353814,0.446905621,402
0.37103793,0.466854781,0.431605399,0.246850293,0.526349545,0.630983596,0.453751875,403
0.360464931,0.481995851,0.43737936,0.252058192,0.531222641,0.67332418,0.457518113,404
0.359390467,0.484245479,0.447242975,0.253235971,0.539504409,0.684151671,0.456209505,405
0.404922515,0.488580763,0.453838468,0.271714575,0.545604885,0.698317769,0.468768951,406
0.443119943,0.495717466,0.457134843,0.277005111,0.549074054,0.697899559,0.458667135,407
0.511664569,0.508359075,0.46564877,0.282076547,0.54295826,0.674373947,0.4805943,408
0.490644604,0.489332587,0.453457892,0.316023073,0.548508584,0.710658896,0.482892343,409
0.509504855,0.50755614,0.476306677,0.30872373,0.536062658,0.68131856,0.495180492,410
0.45306772,0.513053715,0.471589088,0.306271187,0.54601723,0.688576567,0.508761291,411
0.497780234,0.515023649,0.489378095,0.326408071,0.541639566,0.72275432,0.483690275,412
0.475700796,0.522810757,0.497662187,0.340875307,0.548174322,0.701974319,0.486961795,413
0.49357,0.540138781,0.490371466,0.340464139,0.548645139,0.668459404,0.480338961,414
0.516230166,0.535515308,0.490514457,0.34390959,0.546286762,0.692194895,0.508968753,415
0.533044338,0.532787442,0.476564467,0.355884128,0.544611514,0.686092123,0.510564617,416
0.519898236,0.521378934,0.496125519,0.346989066,0.540285647,0.66478716,0.51508091,417
0.499175847,0.534151971,0.498777807,0.352532324,0.542295992,0.691479929,0.497015735,418
0.489461154,0.538366795,0.510582089,0.357273706,0.541541934,0.698867449,0.505569564,419
0.487469018,0.54899627,0.4974792,0.371695119,0.544349134,0.668386757,0.518288596,420
0.51317066,0.548171639,0.50355953,0.362485826,0.538572073,0.669109433,0.518527975,421
0.503025293,0.538759947,0.502663374,0.378343447,0.544632077,0.669380419,0.519038652,422
0.53093636,0.551125526,0.513710976,0.368190654,0.533237457,0.696430774,0.517155533,423
0.478634387,0.543990672,0.508763373,0.38360569,0.540091932,0.71407238,0.515432,424
0.497733533,0.552660644,0.511716545,0.392581742,0.535538673,0.703495446,0.521576075,425
0.411383718,0.542336822,0.506456852,0.382136303,0.553229868,0.677103185,0.509495388,426
0.528427124,0.567432344,0.525049925,0.358835736,0.54678452,0.732174133,0.516006511,427
0.553587317,0.559563279,0.506765366,0.372339464,0.548843265,0.745714777,0.514570234,428
0.580233276,0.540947556,0.508672953,0.42214552,0.538607895,0.755620611,0.508458077,429
0.511195481,0.551581562,0.506943941,0.3916617,0.533979118,0.74610145,0.499824455,430
0.453567117,0.54793191,0.502786517,0.368822899,0.539604604,0.761330512,0.511841307,431
0.490730613,0.551493943,0.498507023,0.370181163,0.535394073,0.766804725,0.510245444,432
0.484560132,0.542354524,0.500624001,0.370006923,0.536660373,0.750499093,0.51064441,433
0.485995322,0.543633997,0.500354707,0.373259992,0.53664124,0.765493208,0.507085634,434
0.475259066,0.545344651,0.505351782,0.361730698,0.534233928,0.784764837,0.518448182,435
0.46775791,0.545006275,0.499226809,0.373127282,0.538203597,0.740279292,0.530592704,436
0.494582325,0.547779262,0.50961709,0.368468131,0.532345653,0.793116391,0.522549552,437
0.475366324,0.545053005,0.513937473,0.379375397,0.538897574,0.769858623,0.518001341,438
