GRU 1,LSTM 1,LSTM 2,MLP 1,RNN 1,real,t
0.4878443777561188,0.5399869084358215,0.49945467710494995,0.36040307358688156,0.5345683693885803,0.5247678018575852,1
0.478850781917572,0.5412733554840088,0.5026538968086243,0.3630043220994806,0.5361949801445007,0.5122083559413998,2
0.4702133536338806,0.5406931638717651,0.5121331810951233,0.37383950198898835,0.540323793888092,0.4717212983945614,3
0.4840795695781708,0.5557653903961182,0.5108835101127625,0.3697795549148632,0.5388424396514893,0.4701254348728098,4
0.4642847180366516,0.5516878962516785,0.4804162383079529,0.3713146572900511,0.5429894328117371,0.4796367814624492,5
0.49963581562042236,0.5414491891860962,0.47391486167907715,0.358886396466806,0.5337191224098206,0.4927707382464652,6
0.4692351222038269,0.5247184038162231,0.46549832820892334,0.33667569481775517,0.5383824706077576,0.4761737576202484,7
0.4782663881778717,0.5182463526725769,0.48108941316604614,0.32412281277381905,0.5335810780525208,0.48444033066292164,8
0.4460170567035675,0.5249530076980591,0.473169207572937,0.32327143988728907,0.534527063369751,0.5023937952826274,9
0.45992815494537354,0.5250556468963623,0.48004698753356934,0.3258655686572837,0.5270252227783203,0.5294277233410998,10
0.43403103947639465,0.5208054184913635,0.4830479621887207,0.3404905655333877,0.5357624888420105,0.5250710159267179,11
0.4259733259677887,0.52281653881073,0.5105793476104736,0.3456226546942654,0.5442204475402832,0.5425616801251157,12
0.48920655250549316,0.5581138730049133,0.524206280708313,0.33620919683144884,0.5414856672286987,0.5474450225016757,13
0.5100786685943604,0.5450696349143982,0.5320143103599548,0.3934163591315979,0.5499621629714966,0.5399923398550955,14
0.559608519077301,0.5648461580276489,0.5415320992469788,0.4282414183092951,0.5456780195236206,0.5383645590629088,15
0.5165156722068787,0.5726758241653442,0.5419422388076782,0.40334403832738847,0.5497640371322632,0.549934569595608,16
0.5660497546195984,0.575455367565155,0.5396845936775208,0.4261764062014017,0.5460913181304932,0.5464077112125372,17
0.5610256195068359,0.5680395364761353,0.5414544343948364,0.4400042426450568,0.546564519405365,0.5471737257029778,18
0.5567218065261841,0.5748500823974609,0.5434666275978088,0.4316702015504893,0.5423736572265625,0.5482589128977688,19
0.531924307346344,0.5716986060142517,0.5439608693122864,0.4298450187441753,0.5432426929473877,0.5543870288212953,20
0.5385993123054504,0.5742826461791992,0.5434106588363647,0.4404334451742671,0.5425334572792053,0.5548338706073856,21
0.5360676646232605,0.5760242938995361,0.5492326021194458,0.43027270418270686,0.5409119725227356,0.5495834796208229,22
0.5368384122848511,0.5756165385246277,0.5483999848365784,0.43989448545672327,0.5416142344474792,0.5311352973093741,23
0.5294744372367859,0.5756626129150391,0.5465638041496277,0.4470702957382678,0.541415810585022,0.5268264658006447,24
0.505781352519989,0.5780035257339478,0.5326396822929382,0.4361162050193811,0.544204831123352,0.5380773036289936,25
