GRU 1,LSTM 1,LSTM 2,MLP 1,RNN 1,ARIMA,Naive,real,t
0.542460144,0.583771765,0.534074783,0.554788606,0.412742615,0.39517534,0.543024481,0.507388848,46
0.545983553,0.582797706,0.546199739,0.559978658,0.413059622,0.395721014,0.541907376,0.528948964,47
0.544619799,0.577361703,0.530616283,0.560195378,0.408186883,0.376395375,0.510676327,0.524576298,48
0.54440856,0.574638128,0.518574119,0.55042434,0.398330957,0.372427222,0.507388848,0.546806677,49
0.543345153,0.579442143,0.520005882,0.548092558,0.397956669,0.385339332,0.528948964,0.542322301,50
0.549161077,0.577801108,0.522308409,0.548421878,0.39858076,0.371845995,0.524576298,0.536976158,51
0.540012538,0.578136623,0.528530002,0.549458283,0.398880124,0.361155258,0.546806677,0.548370623,52
0.541532815,0.580074966,0.539634049,0.553347073,0.402937502,0.370076215,0.542322301,0.560499186,53
0.535323143,0.578858376,0.533404708,0.55597659,0.407014936,0.362303582,0.536976158,0.575691807,54
0.540650189,0.580103517,0.544660926,0.556030594,0.402998388,0.340230706,0.548370623,0.594347451,55
0.549094498,0.580797493,0.547154903,0.559294402,0.403685212,0.34788739,0.560499186,0.584022214,56
0.567857206,0.581147671,0.559237421,0.562719693,0.404144585,0.337711156,0.575691807,0.584963774,57
0.57632935,0.587295234,0.574283481,0.561674444,0.413031042,0.338763813,0.594347451,0.584229677,58
0.571344912,0.594829977,0.57919395,0.572809152,0.434598565,0.349083296,0.584022214,0.593533561,59
0.568941057,0.592858553,0.592855752,0.575527263,0.432657421,0.355308846,0.584963774,0.590996138,60
0.560803473,0.592689514,0.588445842,0.573993015,0.42886588,0.341180245,0.584229677,0.591347228,61
0.571797192,0.589936018,0.584935665,0.5820806,0.425964653,0.296620655,0.593533561,0.59752322,62
0.588706434,0.58914727,0.596633077,0.565201339,0.416293561,0.280363534,0.590996138,0.583495579,63
0.55201292,0.601551831,0.57312268,0.57096636,0.446289688,0.25614611,0.591347228,0.573377805,64
0.556509733,0.595534861,0.612163365,0.581704142,0.441557914,0.267143605,0.59752322,0.596039067,65
0.541702509,0.588813245,0.589163601,0.57284732,0.424242616,0.300932761,0.583495579,0.588921515,66
0.525198758,0.589212239,0.572749197,0.568193341,0.425905883,0.301118578,0.573377805,0.581628419,67
0.532870591,0.591134191,0.584508955,0.571984344,0.424035847,0.288129258,0.596039067,0.578261147,68
0.550153375,0.587943137,0.585011244,0.569990063,0.417671174,0.313341384,0.588921515,0.580112349,69
0.543627262,0.589165747,0.574038327,0.568710999,0.42561996,0.306950396,0.581628419,0.57858032,70
0.545988441,0.59224999,0.583727419,0.57368151,0.430362105,0.287828698,0.578261147,0.577271712,71
0.549370587,0.589488208,0.58257997,0.57035894,0.422851354,0.329230416,0.580112349,0.572531997,72
0.548917651,0.589214087,0.575761974,0.56973811,0.422842264,0.30221021,0.57858032,0.57004245,73
0.553402305,0.589229226,0.577748775,0.568773957,0.422853529,0.331102532,0.577271712,0.567393317,74
0.549542964,0.59017086,0.574739397,0.56897746,0.425539553,0.32677076,0.572531997,0.577096167,75
0.549419761,0.589148641,0.574212849,0.569614427,0.424202532,0.324947738,0.57004245,0.594459162,76
0.551264524,0.587432861,0.570926905,0.568283395,0.420141309,0.330888951,0.567393317,0.590868469,77
0.552617371,0.587824702,0.571653306,0.564848101,0.417639762,0.299337129,0.577096167,0.583288117,78
0.554967105,0.590565503,0.579610229,0.568382871,0.421247751,0.304519979,0.594459162,0.57728767,79
0.55955404,0.590598762,0.586562872,0.56864161,0.423579067,0.293592834,0.590868469,0.568478504,80
0.547322214,0.592399478,0.58092773,0.573508576,0.432197303,0.297360269,0.583288117,0.57542051,81
0.551069617,0.590574324,0.58720088,0.57366169,0.427669019,0.32065831,0.57728767,0.544189461,82
0.548053682,0.588902235,0.573937058,0.571581826,0.424545646,0.316017886,0.568478504,0.563004692,83
0.554804265,0.588295519,0.57550776,0.567670636,0.419703215,0.320899077,0.57542051,0.572978839,84
0.554548681,0.587932765,0.561375022,0.56925625,0.425627261,0.338184897,0.544189461,0.561999298,85
0.553478003,0.586350977,0.563106716,0.56389707,0.417539924,0.356477214,0.563004692,0.544444799,86
0.557194889,0.588370502,0.569029272,0.565526318,0.415798604,0.370101615,0.572978839,0.550317577,87
0.563236356,0.584947348,0.562468886,0.564389856,0.416440159,0.381244723,0.561999298,0.575564138,88
0.563974321,0.585245609,0.554297209,0.57334095,0.42381233,0.384399156,0.544444799,0.600284064,89
0.575869441,0.583770692,0.563634813,0.559790591,0.409068257,0.398013895,0.550317577,0.615205388,90
0.56177634,0.591335773,0.55414927,0.562260382,0.422356844,0.393074951,0.575564138,0.615157512,91
0.576740742,0.590184927,0.588158131,0.570059766,0.418873668,0.412032984,0.600284064,0.615955443,92
0.579685688,0.589645207,0.591625333,0.572895988,0.419711292,0.415781338,0.615205388,0.626583895,93
0.584213793,0.595261574,0.604277909,0.576524848,0.432536989,0.414000851,0.615157512,0.635807986,94
0.576749682,0.601209641,0.613557637,0.581575259,0.444605291,0.409217738,0.615955443,0.630924643,95
0.572106659,0.601164937,0.626192927,0.586392783,0.444178969,0.417329468,0.626583895,0.638425202,96
0.573933125,0.598830104,0.626888573,0.586317678,0.437925875,0.432854187,0.635807986,0.648862149,97
0.575494885,0.59952116,0.623908341,0.585000917,0.44071123,0.442298819,0.630924643,0.646244933,98
0.571288884,0.603231192,0.631028473,0.586531611,0.446985006,0.438934631,0.638425202,0.658660751,99
0.568302035,0.604412377,0.642219603,0.5885473,0.447863042,0.44650174,0.648862149,0.634307874,100
0.566786826,0.602671802,0.637120545,0.593669269,0.447913021,0.450951302,0.646244933,0.627158405,101
0.57300967,0.601604342,0.64297086,0.589911656,0.442577451,0.442287067,0.658660751,0.562892981,102
0.571068048,0.604590416,0.635292828,0.594669854,0.452429801,0.457400097,0.634307874,0.525757237,103
0.576417983,0.602311611,0.637257159,0.594217909,0.450260848,0.428351761,0.627158405,0.536289936,104
0.575603306,0.599308372,0.609816968,0.594664236,0.451160312,0.406095407,0.562892981,0.483482813,105
0.574926615,0.591258705,0.576334,0.58208773,0.439405113,0.400776301,0.525757237,0.441559478,106
0.57546711,0.590361297,0.560709476,0.570921098,0.424252063,0.428820009,0.536289936,0.444479908,107
0.586163044,0.581264675,0.524068952,0.566101996,0.4173401,0.435281484,0.483482813,0.455666911,108
0.589223921,0.568937302,0.478541672,0.562369187,0.408102542,0.429188123,0.441559478,0.471370208,109
0.598460615,0.567273438,0.463785768,0.539097481,0.38029483,0.387180995,0.444479908,0.435144106,110
0.593062162,0.57126081,0.429600984,0.536526555,0.391124278,0.392018935,0.455666911,0.386087262,111
0.59614414,0.570056677,0.452570856,0.535805817,0.380279005,0.395982268,0.471370208,0.279659124,112
0.58784461,0.564284146,0.443979859,0.538686423,0.386298507,0.372110285,0.435144106,0.240209377,113
0.582023442,0.558199167,0.422699332,0.535463573,0.383476675,0.397660216,0.386087262,0.23620376,114
0.578318834,0.541683912,0.368041962,0.538269942,0.377055705,0.396837708,0.279659124,0.069356229,115
0.587387919,0.515182257,0.30218178,0.495295002,0.298923373,0.405143423,0.240209377,0.107449491,116
0.577989876,0.510346591,0.191073492,0.468985916,0.282338262,0.414033604,0.23620376,0.024081581,117
0.577644408,0.489078045,0.129326731,0.483094313,0.295760661,0.430904976,0.069356229,0.08652772,118
0.573822379,0.44717586,0.106489435,0.410213048,0.080864809,0.425659583,0.107449491,0.050828253,119
0.559590459,0.405855536,0.082010761,0.414859781,0.146886736,0.454942531,0.024081581,0.070138202,120
0.564264119,0.431200862,0.082223795,0.372181114,-0.012830848,0.464134231,0.08652772,0.077718554,121
0.538149238,0.409824938,0.082287244,0.381635204,0.03968231,0.472387934,0.050828253,0.043710702,122
0.529619157,0.414547294,0.086267874,0.368315997,-0.028125878,0.474782324,0.070138202,0.121445214,123
0.515857697,0.397457957,0.090112753,0.378228666,-0.030690273,0.484666536,0.077718554,0.157368102,124
0.527683973,0.387706369,0.088781275,0.361295435,-0.062112287,0.482672073,0.043710702,0.171858543,125
0.487735599,0.405207604,0.087878264,0.368414808,-0.019174423,0.495140571,0.121445214,0.131116147,126
0.515446484,0.431952626,0.110763453,0.3788302,-0.038468931,0.509199395,0.157368102,0.112284957,127
0.508917689,0.404339552,0.145408913,0.380703429,-0.007421558,0.511359991,0.171858543,0.132313045,128
0.493888915,0.436244011,0.137383759,0.403299888,0.098716684,0.501305626,0.131116147,0.099438256,129
0.473886162,0.444776058,0.135994241,0.403436271,0.089486204,0.512277128,0.112284957,0.098592448,130
0.462790996,0.435793102,0.144024432,0.39370232,0.029519726,0.523638157,0.132313045,0.099789346,131
0.46864748,0.417053491,0.1330484,0.387026548,0.016864303,0.527915052,0.099438256,0.141712681,132
0.454292506,0.414767325,0.119739413,0.382812434,0.012903752,0.520572081,0.098592448,0.166879448,133
0.454687685,0.421695739,0.116794199,0.38033406,-0.004996427,0.514538422,0.099789346,0.158868214,134
0.452691138,0.415061474,0.132316545,0.375611107,-0.034852527,0.541033446,0.141712681,0.177827072,135
0.472629547,0.41728738,0.159226641,0.383792206,-0.019808996,0.53972615,0.166879448,0.183891354,136
0.4760966,0.421401292,0.162977517,0.387735936,0.024663575,0.531684476,0.158868214,0.140946666,137
0.45783776,0.442012817,0.171209082,0.405069736,0.081236221,0.553400598,0.177827072,0.128802145,138
0.485610247,0.446383655,0.200007319,0.406947835,0.055859592,0.54462628,0.183891354,0.146739651,139
0.482474625,0.424472064,0.180900022,0.409486342,0.086719468,0.535780287,0.140946666,0.139669975,140
0.48336938,0.439189613,0.15279296,0.404322131,0.084726118,0.556516733,0.128802145,0.108295299,141
0.474303871,0.444073141,0.141877532,0.400706598,0.066750012,0.591278956,0.146739651,0.12184418,142
0.478875816,0.437577665,0.144626379,0.392796338,0.04255031,0.589771551,0.139669975,0.126105135,143
0.450672567,0.429406554,0.135918468,0.395152938,0.064809032,0.595588402,0.108295299,0.104943985,144
0.44207105,0.433478385,0.141172752,0.387682769,0.021483321,0.61332669,0.12184418,0.123759216,145
0.428751647,0.424543113,0.142609179,0.383302829,0.003666857,0.624274446,0.126105135,0.140451949,146
0.427960336,0.417758226,0.141888693,0.383710019,0.008663721,0.630389975,0.104943985,0.175449236,147
0.418428749,0.419272661,0.145368427,0.378127682,-0.0168678,0.644276413,0.123759216,0.154160416,148
0.426244378,0.418335021,0.156143576,0.384678929,-0.010534033,0.649303227,0.140451949,0.114423415,149
0.462885052,0.415045351,0.180952817,0.383476444,-0.034121484,0.645302595,0.175449236,0.126296639,150
0.480267942,0.409411669,0.178158998,0.398844866,0.036346737,0.615284815,0.154160416,0.114168076,151
0.491604686,0.424969733,0.151660919,0.399396897,0.068011984,0.633017811,0.114423415,0.123615588,152
0.463080525,0.440159559,0.124221802,0.396764881,0.073191293,0.613863804,0.126296639,0.131945996,153
0.45972991,0.442122251,0.123152494,0.391287568,0.047564063,0.60328868,0.114168076,0.11424787,154
0.43276307,0.426801175,0.136473089,0.383578932,0.01283267,0.625075847,0.123615588,0.128690434,155
0.423972756,0.426427424,0.148368925,0.381101625,-0.003986049,0.6084384,0.131945996,0.107736746,156
0.417245984,0.41699028,0.153496057,0.387557522,0.01286542,0.632316512,0.11424787,0.094044237,157
0.433245003,0.416448712,0.159655526,0.379410112,-0.026913064,0.61770511,0.128690434,0.082761482,158
0.428356737,0.409141809,0.14540875,0.387409497,0.012718604,0.625917692,0.107736746,0.131339568,159
0.455696374,0.411186427,0.139394388,0.382668774,-0.011156732,0.611547708,0.094044237,0.104177971,160
0.444034547,0.405275911,0.115537986,0.376220352,-0.014433835,0.620281097,0.082761482,0.116067154,161
0.442912519,0.418050885,0.116246089,0.373468181,-0.031338267,0.602796593,0.131339568,0.11646612,162
0.480772465,0.401424974,0.148194149,0.393365258,-0.014060382,0.606030174,0.104177971,0.118285404,163
0.517541289,0.376578808,0.146041781,0.37027276,-0.088214889,0.612179418,0.116067154,0.14370751,164
0.497361392,0.396418005,0.091802821,0.384988367,0.049506921,0.598012613,0.11646612,0.167182663,165
0.509376109,0.445310563,0.095289916,0.394769937,0.063555293,0.594145847,0.118285404,0.194408094,166
0.489068955,0.432911307,0.125757456,0.382499813,0.005917432,0.599670226,0.14370751,0.202323577,167
0.481567919,0.424749911,0.154860079,0.399495465,0.037992187,0.596855205,0.167182663,0.181960359,168
0.527200699,0.41693759,0.202125892,0.402782101,-0.005185113,0.611777245,0.194408094,0.201892694,169
0.550213933,0.398166507,0.181270644,0.403993301,0.053901367,0.584516799,0.202323577,0.231687466,170
0.569559634,0.422843069,0.179384679,0.454033621,0.172354519,0.575984179,0.181960359,0.266525167,171
0.602089763,0.444956124,0.1606251,0.401451419,0.049041748,0.582622925,0.201892694,0.25701382,172
0.55747664,0.459945202,0.089877598,0.442402564,0.261285216,0.594773969,0.231687466,0.305815327,173
0.577742636,0.499989867,0.202781677,0.44995268,0.187068418,0.595562599,0.266525167,0.309565606,174
0.569765866,0.451553196,0.240449354,0.447125672,0.17564936,0.599988331,0.25701382,0.286617089,175
0.586116374,0.47729674,0.257211924,0.45754963,0.197100431,0.615154633,0.305815327,0.272509655,176
0.601619422,0.490268886,0.261863202,0.46943604,0.237741396,0.622329849,0.309565606,0.210925282,177
0.604814231,0.504869282,0.234845757,0.474901681,0.283835918,0.618350351,0.286617089,0.213271201,178
0.591687381,0.526411355,0.215138376,0.478864649,0.306530148,0.603625438,0.272509655,0.207941017,179
0.574167967,0.516634583,0.210915923,0.481896889,0.298386425,0.581655173,0.210925282,0.245603396,180
0.562854826,0.49350211,0.208612025,0.451250964,0.213106453,0.572788486,0.213271201,0.242954263,181
0.54727453,0.484881252,0.174619764,0.441833292,0.203973338,0.548325373,0.207941017,0.22883087,182
0.548296869,0.484422177,0.200210646,0.438513505,0.171329081,0.551930657,0.245603396,0.232660943,183
0.552883983,0.475147367,0.223141596,0.436210364,0.160801426,0.565205008,0.242954263,0.221729278,184
0.544021189,0.474444777,0.211316407,0.44248646,0.199968398,0.555645177,0.22883087,0.236522933,185
0.553163469,0.477715045,0.238923103,0.461082847,0.19811365,0.543503439,0.232660943,0.197759408,186
0.574608922,0.464315802,0.213643044,0.423150809,0.130992427,0.529852885,0.221729278,0.209696467,187
0.522836864,0.488517344,0.144422904,0.445723798,0.254899114,0.530919405,0.236522933,0.195030481,188
0.539745927,0.495981932,0.203462958,0.448143804,0.2112775,0.556451969,0.197759408,0.21094124,189
0.494502276,0.465457141,0.215866268,0.429531844,0.15132235,0.539370682,0.209696467,0.203488558,190
0.500908613,0.470410168,0.206162095,0.426315697,0.144125447,0.558418186,0.195030481,0.202850212,191
0.486515164,0.464933842,0.202397287,0.421957843,0.136200637,0.592653725,0.21094124,0.246130031,192
0.491810918,0.467487603,0.213728905,0.425101031,0.133362249,0.594038944,0.203488558,0.230953369,193
0.483800262,0.459209025,0.212601811,0.419465119,0.122940257,0.606255217,0.202850212,0.255322205,194
0.488639265,0.465576917,0.232679814,0.42749124,0.123049833,0.615286905,0.246130031,0.23795921,195
0.513536632,0.463814348,0.240031138,0.423079749,0.121610567,0.628378472,0.230953369,0.218649261,196
0.489332467,0.470556408,0.23418954,0.436059597,0.177242965,0.627748047,0.255322205,0.204366283,197
0.51218915,0.486290574,0.253746688,0.439788198,0.174598947,0.630858035,0.23795921,0.217803453,198
0.481409431,0.473494917,0.235534608,0.439256582,0.189567193,0.604604637,0.218649261,0.23468769,199
0.483727217,0.48031956,0.22983633,0.43507532,0.172070295,0.613881165,0.204366283,0.222734672,200
0.464283198,0.472351074,0.224578649,0.427333328,0.146587312,0.627407706,0.217803453,0.244374581,201
0.473883033,0.470920891,0.236880645,0.424467874,0.126885176,0.674897765,0.23468769,0.242315917,202
0.474326372,0.46415773,0.239842102,0.428041978,0.140760392,0.682948076,0.222734672,0.236842105,203
0.484173626,0.467076331,0.252105176,0.431695324,0.137798086,0.680390759,0.244374581,0.242842552,204
0.497317493,0.4705742,0.250657797,0.429848529,0.144360363,0.690409575,0.242315917,0.245475727,205
0.483240306,0.47668615,0.237600431,0.437647039,0.185188577,0.702147052,0.236842105,0.228814912,206
0.486560047,0.485348314,0.250604987,0.436262536,0.171866521,0.704276717,0.242842552,0.227985063,207
0.480344176,0.47618863,0.260190904,0.443608826,0.172966585,0.728487854,0.245475727,0.213590374,208
0.505079091,0.469491839,0.258832395,0.432014684,0.144039527,0.714718923,0.228814912,0.193785707,209
0.471038342,0.474156052,0.225941271,0.435032236,0.187014937,0.71879907,0.227985063,0.205882353,210
0.483478218,0.485181183,0.231348664,0.438066497,0.180612907,0.716231154,0.213590374,0.199466982,211
0.47048524,0.466228008,0.230233923,0.430974864,0.148841426,0.700781745,0.193785707,0.166017682,212
0.468501627,0.461971074,0.221038714,0.418590773,0.115365691,0.689456684,0.205882353,0.146994989,213
0.462985843,0.462530553,0.210164383,0.423397944,0.135478705,0.683886293,0.199466982,0.162570617,214
0.484907627,0.452295929,0.21334067,0.425582705,0.120832719,0.622101051,0.166017682,0.170007341,215
0.492864877,0.434589148,0.191571787,0.413216603,0.085419066,0.609806512,0.146994989,0.172895854,216
0.495768845,0.439381212,0.157689214,0.406736898,0.083475895,0.629307359,0.162570617,0.15984169,217
0.5030936,0.451134145,0.149721071,0.404375215,0.085152388,0.629769506,0.170007341,0.158660751,218
0.48869589,0.450906098,0.160349995,0.406055174,0.093579985,0.641343915,0.172895854,0.17516198,219
0.476962477,0.450748742,0.172259808,0.408452994,0.094493188,0.632485362,0.15984169,0.20861128,220
0.460552186,0.445808858,0.174420193,0.40422616,0.07898508,0.601086704,0.158660751,0.213797836,221
0.455929667,0.445647359,0.181319684,0.403753297,0.066694319,0.608698794,0.17516198,0.206536657,222
0.475349188,0.44228974,0.205828607,0.405725381,0.049226254,0.610382287,0.20861128,0.19118445,223
0.493905038,0.440525115,0.214663461,0.408515906,0.071223922,0.641982018,0.213797836,0.180939006,224
0.482180417,0.456985533,0.202637061,0.418122402,0.134858906,0.656559181,0.206536657,0.173502282,225
0.470642745,0.472093821,0.205115154,0.426895191,0.157071128,0.640933961,0.19118445,0.181609269,226
0.453516155,0.464376122,0.207632452,0.417968749,0.123618074,0.660954374,0.180939006,0.165491047,227
0.426924676,0.456726462,0.199325815,0.41393527,0.111605421,0.656784644,0.173502282,0.16370368,228
0.430040985,0.453127295,0.204014838,0.407368277,0.079661258,0.660943252,0.181609269,0.183971147,229
0.423282027,0.444168508,0.20026058,0.407198558,0.080087267,0.66604165,0.165491047,0.183859436,230
0.428807288,0.440956146,0.197758585,0.404154533,0.0658632,0.663403809,0.16370368,0.186189397,231
0.431711942,0.442498595,0.197847217,0.400526173,0.052160375,0.651211936,0.183971147,0.181034758,232
0.442405581,0.442671776,0.200477332,0.406156052,0.071015432,0.654303193,0.183859436,0.187785261,233
0.448132962,0.445514828,0.20390591,0.40348483,0.070011966,0.655106802,0.186189397,0.161692892,234
0.428805768,0.450674444,0.1998308,0.411933718,0.10304188,0.656640259,0.181034758,0.159682104,235
0.448950797,0.451297045,0.213362947,0.410826688,0.078692608,0.676864231,0.187785261,0.166065558,236
0.449537486,0.439055234,0.20269841,0.41002813,0.083731152,0.683108541,0.161692892,0.167517794,237
0.454460233,0.440418184,0.188091531,0.407828925,0.080855981,0.680055297,0.159682104,0.164916536,238
0.464044303,0.443913579,0.181174412,0.404040001,0.066462792,0.670522246,0.166065558,0.179438894,239
0.468878388,0.439013839,0.178951889,0.404883951,0.069411494,0.663194648,0.167517794,0.15937889,240
0.49663952,0.429495752,0.194749981,0.415085907,0.064661428,0.624465181,0.164916536,0.169895631,241
0.525389314,0.422420323,0.182888433,0.395698245,0.023158386,0.669649876,0.179438894,0.166432607,242
0.499664366,0.441490948,0.129955143,0.413279956,0.14361304,0.678660803,0.15937889,0.157495771,243
0.505394518,0.467253476,0.152798474,0.412152457,0.115584306,0.693914704,0.169895631,0.158756503,244
0.472962171,0.452153087,0.170942068,0.408702582,0.093694888,0.669077437,0.166432607,0.172305384,245
0.469743788,0.444577605,0.17622456,0.405211566,0.077942185,0.677249143,0.157495771,0.184242444,246
0.459190756,0.441635013,0.174802393,0.402778006,0.069704272,0.67051525,0.158756503,0.180316619,247
0.460316271,0.443013638,0.17854625,0.401868531,0.061388008,0.656097428,0.172305384,0.155357314,248
0.469883502,0.440985858,0.19081068,0.40443805,0.060107034,0.637288709,0.184242444,0.117455555,249
0.478313416,0.440102756,0.193642408,0.405791837,0.071501642,0.615745034,0.180316619,0.110481632,250
0.518192708,0.404251814,0.219192043,0.448504916,0.10463354,0.644565635,0.155357314,0.111375315,251
0.586915076,0.373474509,0.176603436,0.382678447,-0.067960054,0.653657726,0.117455555,0.109651783,252
0.51831162,0.379540533,0.080038749,0.409442192,0.211487055,0.660448982,0.110481632,0.107242029,253
0.548685789,0.479317635,0.084660836,0.416581822,0.154084265,0.657569842,0.111375315,0.133286521,254
0.498921365,0.430674046,0.109000444,0.387987165,0.023457956,0.653589023,0.109651783,0.120854745,255
0.484001726,0.416525602,0.11278604,0.383135915,0.009651419,0.630548495,0.107242029,0.121333504,256
0.476172775,0.424404383,0.117744386,0.380627259,0.001719343,0.645730796,0.133286521,0.123583671,257
0.466166109,0.42677334,0.125034705,0.386111762,0.026155228,0.668579314,0.120854745,0.127381826,258
0.457674533,0.423494786,0.140651405,0.388216875,0.018696349,0.676417046,0.121333504,0.140691328,259
0.460330069,0.419723094,0.146223605,0.384880585,-0.002183927,0.697854139,0.123583671,0.156378666,260
0.456540048,0.416180193,0.138977915,0.385121484,0.010030857,0.697841011,0.127381826,0.152213463,261
0.466235548,0.425129354,0.145921856,0.387644319,0.011834784,0.719048336,0.140691328,0.165411254,262
0.473841935,0.423602849,0.159441322,0.390877387,0.014130459,0.712431855,0.156378666,0.158724586,263
0.479862988,0.426657289,0.159365982,0.392468719,0.034730997,0.738691841,0.152213463,0.158740545,264
0.466721356,0.438649416,0.159078181,0.398717564,0.065517247,0.751488493,0.165411254,0.146643899,265
0.467784047,0.446247727,0.169401616,0.401908944,0.06981682,0.739366733,0.158724586,0.153250774,266
0.449160695,0.440622002,0.172936335,0.400002253,0.066346921,0.720140317,0.158740545,0.137324056,267
0.445927143,0.440788776,0.17497538,0.403134665,0.068427026,0.722782358,0.146643899,0.142574447,268
0.4470267,0.434973955,0.175927579,0.395726525,0.039478235,0.697309968,0.153250774,0.144250104,269
0.445834994,0.430261731,0.167708412,0.400030023,0.055580873,0.678317082,0.137324056,0.154958348,270
0.462237775,0.428600729,0.167751506,0.394062716,0.027313277,0.676640894,0.142574447,0.136478248,271
0.455343306,0.428333968,0.154519379,0.391229142,0.035677299,0.662166425,0.144250104,0.134100412,272
0.454847485,0.436344355,0.15786542,0.396827851,0.051231194,0.690931031,0.154958348,0.149548371,273
0.464315683,0.432979226,0.16655913,0.395947448,0.040420905,0.691501501,0.136478248,0.134148288,274
0.447219998,0.425784647,0.157125771,0.394115279,0.04360377,0.716459615,0.134100412,0.110912515,275
0.457655519,0.434253395,0.159635514,0.393756583,0.030775432,0.711514427,0.149548371,0.082681689,276
0.459583372,0.426995307,0.155925617,0.392066695,0.034500606,0.719071499,0.134148288,0.072691583,277
